code,exchange,type,country,currency,isin,name
U71G,LSE,ETF,UK,GBX,LU1407888053,Lyxor US Treasury 7-10Y (DR) UCITS ETF - Dist GBP
INFG,LSE,ETF,UK,GBX,LU1390062831,Lyxor US$ 10Y Inflation Expectations UCITS ETF - C-USD
INFU,LSE,ETF,UK,USD,LU1390062831,Lyxor US$ 10Y Inflation Expectations UCITS ETF - C-USD
INFB,LSE,ETF,UK,GBP,LU2418815390,Lyxor US$ 10Y Inflation Expectations UCITS ETF Monthly Hedged GBP
TIPA,LSE,ETF,UK,USD,LU1452600197,MULTI-UNITS LUXEMBOURG - Lyxor Core US TIPS (DR) UCITS ETF - Acc
DAXX,LSE,ETF,UK,GBX,LU0252633754,MULTI-UNITS LUXEMBOURG - Lyxor DAX (DR) UCITS ETF - Acc
100D,LSE,ETF,UK,GBX,LU1650492256,MULTI-UNITS LUXEMBOURG - Lyxor FTSE 100 UCITS ETF - Inc
100H,LSE,ETF,UK,USD,FR0013186582,MULTI-UNITS LUXEMBOURG - Lyxor FTSE 100 UCITS ETF - Monthly Hedged to USD - Acc
STPU,LSE,ETF,UK,USD,LU2018762653,MULTI-UNITS LUXEMBOURG - Lyxor US Curve Steepening 2-10 UCITS ETF - Acc-USD
RICI,LSE,ETF,UK,GBP,LU0249326488,Market Access - Market Access Rogers International Commodity Index UCITS ETF
GOLB,LSE,ETF,UK,GBP,LU0259322260,Market Access NYSE Arca Gold BUGS Index UCITS ETF
M9SV,LSE,ETF,UK,GBP,LU1750178011,Market Access Stoxx® China A Minimum Variance Index UCITS ETF C EUR GBP
MCTP,LSE,ETF,UK,GBX,,Middlefield Canadian Enhanced Income UCITS ETF
0MQ4,LSE,ETF,UK,EUR,,Multi Units France - Lyxor Euro Stoxx 50 (DR) UCITS ETF
LEML,LSE,ETF,UK,GBX,FR0010435297,Multi Units France - Lyxor MSCI Emerging Markets UCITS ETF
INRL,LSE,ETF,UK,GBX,FR0010375766,Multi Units France - Lyxor MSCI India UCITS ETF
CB5,LSE,ETF,UK,GBX,FR0010688176,Multi Units Luxembourg - Amundi STOXX Europe 600 Banks UCITS ETF Acc GBX
CH5,LSE,ETF,UK,GBX,FR0010688192,Multi Units Luxembourg - Amundi STOXX Europe 600 Healthcare UCITS ETF Acc GBX
CSH2,LSE,ETF,UK,GBX,LU1230136894,Multi Units Luxembourg - Amundi Smart Overnight Return GBP Hedged UCITS ETF Acc
SMTC,LSE,ETF,UK,USD,LU1248511575,Multi Units Luxembourg - Amundi Smart Overnight Return USD Hedged UCITS ETF Acc
ASIL,LSE,ETF,UK,GBX,FR0010581413,Multi Units Luxembourg - Lyxor China Enterprise (HSCEI) UCITS ETF
TIPG,LSE,ETF,UK,GBX,LU1452600270,Multi Units Luxembourg - Lyxor Core US TIPS (DR) UCITS ETF
0HGY,LSE,ETF,UK,EUR,,Multi Units Luxembourg - Lyxor Euro Government Bond 1-3Y (DR) UCITS ETF
FEDF,LSE,ETF,UK,USD,LU1233598447,Multi Units Luxembourg - Lyxor Fed Funds US Dollar Cash UCITS ETF
FEDG,LSE,ETF,UK,GBX,LU1233598447,Multi Units Luxembourg - Lyxor Fed Funds US Dollar Cash UCITS ETF
CLIM,LSE,ETF,UK,GBP,LU1563454310,Multi Units Luxembourg - Lyxor Green Bond (DR) UCITS ETF
AEJ,LSE,ETF,UK,USD,FR0010581439,Multi Units Luxembourg - Lyxor MSCI AC Asia Pacific Ex Japan UCITS ETF
ACWL,LSE,ETF,UK,GBX,FR0011093418,Multi Units Luxembourg - Lyxor MSCI All Country World UCITS ETF
PAXJ,LSE,ETF,UK,USD,LU1220245556,Multi Units Luxembourg - Lyxor MSCI Pacific Ex Japan UCITS ETF
KRW,LSE,ETF,UK,USD,FR0010581447,Multi Units Luxembourg - Lyxor Msci Korea Ucits Etf
US10,LSE,ETF,UK,USD,LU1407890620,Multi Units Luxembourg - Lyxor US Treasury 10+Y (DR) UCITS ETF
5HEP,LSE,ETF,UK,GBX,IE00BF92LR56,Ossiam ESG Low Carbon Shiller Barclays CAPE® US Sector UCITS ETF 1A (USD) GBP
5HED,LSE,ETF,UK,USD,IE00BF92LR56,Ossiam ESG Low Carbon Shiller Barclays CAPE® US Sector UCITS ETF 1A (USD) USD
CAPE,LSE,ETF,UK,EUR,LU1079842321,Ossiam Shiller Barclays Cape® Europe Sector Value TR UCITS ETF 1C EUR Acc EUR
GOVZ,LSE,ETF,UK,GBX,,PIMCO Advantage Global Government Bond UCITS ETF GBP (Hedged) Accumulation
EMLP,LSE,ETF,UK,GBP,IE00B4P11460,PIMCO ETFs plc - PIMCO Emerging Markets Advantage Local Bond Index UCITS ETF
SSHY,LSE,ETF,UK,GBP,IE00B7N3YW49,PIMCO ETFs plc - PIMCO US Short-Term High Yield Corporate Bond Index UCITS ETF
STEA,LSE,ETF,UK,EUR,IE00BD26N851,PIMCO Short-Term High Yield Corporate Bond Index Source UCITS ETF EUR (Hedged) Inc
QUID,LSE,ETF,UK,GBP,IE00B622SG73,PIMCO Sterling Short Maturity UCITS ETF
MIST,LSE,ETF,UK,GBP,IE00BK9YKZ79,PIMCO US Dollar Short Maturity UCITS ETF Institutional GBP (Hedged) Accumulation
ICOW,LSE,ETF,UK,GBP,,Pacer Developed Markets International Cash Cows 100 UCITS ETF A USD Accumulation
GCOW,LSE,ETF,UK,GBP,,Pacer Global Cash Cows Dividend UCITS ETF
COWZ,LSE,ETF,UK,GBP,,Pacer US Cash Cows 100 UCITS ETF
FEGI,LSE,ETF,UK,USD,IE000OBK3UE0,REX Tech Innovation Income & Growth UCITS ETF
FEPI,LSE,ETF,UK,USD,,REX Tech Innovation Premium Income UCITS ETF Distributing
UVNG,LSE,ETF,UK,GBX,IE000PY7F8J9,RIZE UCITS ICAV RIZE USA ENVIRONMENTAL IMPACT UCITS ETF
CYCL,LSE,ETF,UK,USD,IE000RMSPY39,Rize Circular Economy Enablers UCITS ETF Class A USD Acc
CIRC,LSE,ETF,UK,GBX,IE000RMSPY39,Rize Circular Economy Enablers UCITS ETF Class A USD Acc GBP
LVNG,LSE,ETF,UK,GBX,IE00BLRPRR04,Rize Environmental Impact 100 UCITS ETF GBP
NFRA,LSE,ETF,UK,USD,IE000QUCVEN9,Rize Global Sustainable Infrastructure UCITS ETF USD Dis
FOGB,LSE,ETF,UK,GBX,IE00BLRPQH31,Rize Sustainable Future of Food UCITS ETF A USD
FOOD,LSE,ETF,UK,USD,IE00BLRPQH31,Rize Sustainable Future of Food UCITS ETF A USD
LUSA,LSE,ETF,UK,USD,IE000PY7F8J9,Rize USA Environmental Impact UCITS ETF Class A USD Accumulation
SEEG,LSE,ETF,UK,GBP,IE0005HG1US8,SPDR Bloomberg 0-3 Year Euro Corporate Bond UCITS ETF GBP Hedged (Dist) GBP
GLRA,LSE,ETF,UK,USD,IE00BH4GR342,SPDR Dow Jones Global Real Estate UCITS ETF USD Cap
IMID,LSE,ETF,UK,USD,IE00B3YLTY66,SPDR MSCI All Country World Investable Market UCITS ETF (Acc)
EMSD,LSE,ETF,UK,USD,IE00B48X4842,SPDR MSCI Emerging Markets Small Cap UCITS ETF
ERO,LSE,ETF,UK,GBP,IE00BKWQ0Q14,SPDR MSCI Europe UCITS ETF
WNRG,LSE,ETF,UK,USD,GB00B0S5KR31,SPDR MSCI World Energy UCITS ETF
WMAT,LSE,ETF,UK,USD,IE00BYTRRF33,SPDR MSCI World Materials UCITS ETF USD Acc
SWLH,LSE,ETF,UK,GBP,,SPDR MSCI World UCITS ETF GBP H Dis
VALW,LSE,ETF,UK,GBP,IE00BJXRT813,SPDR MSCI World Value UCITS ETF
WVAL,LSE,ETF,UK,USD,IE00BJXRT813,SPDR MSCI World Value UCITS ETF
GCVG,LSE,ETF,UK,GBP,IE00BDT6FT30,SPDR Refinitiv Global Convertible Bond GBP Hdg UCITS ETF (Inc)
SPPY,LSE,ETF,UK,GBP,,SPDR S&P 500 ESG Leaders UCITS ETF
SPYL,LSE,ETF,UK,USD,IE000XZSV718,SPDR S&P 500 UCITS ETF USD Acc
SPXL,LSE,ETF,UK,GBP,IE000XZSV718,SPDR S&P 500 UCITS ETF USD Acc GBP
EDVD,LSE,ETF,UK,USD,IE00B6YX5B26,SPDR S&P Emerging Markets Dividend Aristocrats UCITS ETF
EMDV,LSE,ETF,UK,GBP,IE00B6YX5B26,SPDR S&P Emerging Markets Dividend Aristocrats UCITS ETF
SXLC,LSE,ETF,UK,USD,IE00BFWFPX50,SPDR S&P U.S. Communication Services Select Sector UCITS ETF
SXLE,LSE,ETF,UK,USD,IE00BWBXM492,SPDR S&P U.S. Energy Select Sector UCITS ETF
USDV,LSE,ETF,UK,GBP,IE00B6YX5D40,SPDR S&P US Dividend Aristocrats UCITS ETF
SEUC,LSE,ETF,UK,EUR,IE00BC7GZW19,SPDR® Bloomberg 0-3 Year Euro Corporate Bond UCITS ETF EUR
EMDD,LSE,ETF,UK,USD,IE00B4613386,SPDR® Bloomberg Emerging Markets Local Bond UCITS ETF (Dist)
JNKE,LSE,ETF,UK,EUR,IE00B6YX5M31,SPDR® Bloomberg Euro High Yield Bond UCITS ETF
GLAB,LSE,ETF,UK,GBP,IE00BF1QPJ56,SPDR® Bloomberg Global Aggregate Bond UCITS ETF GBP Hedged
GLAU,LSE,ETF,UK,USD,IE00BF1QPH33,SPDR® Bloomberg Global Aggregate Bond UCITS ETF USD Hedged
GLAD,LSE,ETF,UK,USD,IE00BKC94M46,SPDR® Bloomberg Global Aggregate Bond UCITS ETF USD Hedged Acc USD
USCR,LSE,ETF,UK,USD,IE00BLF7VX27,SPDR® Bloomberg SASB U.S. Corporate ESG UCITS ETF
USAG,LSE,ETF,UK,USD,IE00B459R192,SPDR® Bloomberg U.S. Aggregate Bond UCITS ETF
GBRE,LSE,ETF,UK,GBP,IE00B8GF1M35,SPDR® Dow Jones Global Real Estate UCITS ETF
GLRE,LSE,ETF,UK,USD,IE00B8GF1M35,SPDR® Dow Jones Global Real Estate UCITS ETF
FTAL,LSE,ETF,UK,GBP,IE00B7452L46,SPDR® FTSE UK All Share UCITS ETF Acc
FTAD,LSE,ETF,UK,GBP,IE00BD5FCF91,SPDR® FTSE UK All Share UCITS ETF GBP (Dist)
ACWD,LSE,ETF,UK,USD,IE00B44Z5B48,SPDR® MSCI ACWI UCITS ETF
CDIS,LSE,ETF,UK,EUR,IE00BKWQ0C77,SPDR® MSCI Europe Consumer Discretionary UCITS ETF
CDCE,LSE,ETF,UK,GBP,IE00BKWQ0C77,SPDR® MSCI Europe Consumer Discretionary UCITS ETF GBP
CSTP,LSE,ETF,UK,EUR,IE00BKWQ0D84,SPDR® MSCI Europe Consumer Staples UCITS ETF
CSPE,LSE,ETF,UK,GBP,IE00BKWQ0D84,SPDR® MSCI Europe Consumer Staples UCITS ETF GBP
ENGY,LSE,ETF,UK,EUR,IE00BKWQ0F09,SPDR® MSCI Europe Energy UCITS ETF
ENGE,LSE,ETF,UK,GBP,IE00BKWQ0F09,SPDR® MSCI Europe Energy UCITS ETF GBP
FNCL,LSE,ETF,UK,EUR,IE00BKWQ0G16,SPDR® MSCI Europe Financials UCITS ETF
FNCE,LSE,ETF,UK,GBP,IE00BKWQ0G16,SPDR® MSCI Europe Financials UCITS ETF GBP
HLTH,LSE,ETF,UK,EUR,IE00BKWQ0H23,SPDR® MSCI Europe Health Care UCITS ETF
HEAE,LSE,ETF,UK,GBP,IE00BKWQ0H23,SPDR® MSCI Europe Health Care UCITS ETF GBP
NDUS,LSE,ETF,UK,EUR,IE00BKWQ0J47,SPDR® MSCI Europe Industrials UCITS ETF
MTRL,LSE,ETF,UK,EUR,IE00BKWQ0L68,SPDR® MSCI Europe Materials UCITS ETF
ITEC,LSE,ETF,UK,EUR,IE00BKWQ0K51,SPDR® MSCI Europe Technology UCITS ETF
UTIL,LSE,ETF,UK,EUR,IE00BKWQ0P07,SPDR® MSCI Europe Utilities UCITS ETF
EVAL,LSE,ETF,UK,GBP,IE00BSPLC306,SPDR® MSCI Europe Value UCITS ETF EUR Acc
JPJP,LSE,ETF,UK,GBP,IE00BZ0G8B96,SPDR® MSCI Japan UCITS ETF
USSC,LSE,ETF,UK,USD,IE00BSPLC413,SPDR® MSCI USA Small Cap Value Weighted UCITS ETF USD Acc
USVL,LSE,ETF,UK,USD,IE00BSPLC520,SPDR® MSCI USA Value UCITS ETF USD Acc
UVAL,LSE,ETF,UK,GBP,IE00BSPLC520,SPDR® MSCI USA Value UCITS ETF USD Acc
WTEL,LSE,ETF,UK,USD,IE00BYTRRG40,SPDR® MSCI World Communication Services UCITS ETF USD Acc
WCOD,LSE,ETF,UK,USD,IE00BYTRR640,SPDR® MSCI World Consumer Discretionary UCITS ETF USD Acc
WCOS,LSE,ETF,UK,USD,IE00BYTRR756,SPDR® MSCI World Consumer Staples UCITS ETF
ENGW,LSE,ETF,UK,GBP,IE00BYTRR863,SPDR® MSCI World Energy UCITS ETF GBP
WFIN,LSE,ETF,UK,USD,IE00BYTRR970,SPDR® MSCI World Financials UCITS ETF USD Acc
FNCW,LSE,ETF,UK,GBP,IE00BYTRR970,SPDR® MSCI World Financials UCITS ETF USD Acc GBP
WHEA,LSE,ETF,UK,USD,IE00BYTRRB94,SPDR® MSCI World Health Care UCITS ETF
HEAW,LSE,ETF,UK,GBP,IE00BYTRRB94,SPDR® MSCI World Health Care UCITS ETF GBP
WNDU,LSE,ETF,UK,USD,IE00BYTRRC02,SPDR® MSCI World Industrials UCITS ETF USD Acc
TECW,LSE,ETF,UK,GBP,IE00BYTRRD19,SPDR® MSCI World Technology UCITS ETF USD Acc GBP
SWRD,LSE,ETF,UK,USD,IE00BFY0GT14,SPDR® MSCI World UCITS ETF
SWLD,LSE,ETF,UK,GBP,IE00BFY0GT14,SPDR® MSCI World UCITS ETF GBP
WUTI,LSE,ETF,UK,USD,IE00BYTRRH56,SPDR® MSCI World Utilities UCITS ETF USD Acc
R2SC,LSE,ETF,UK,GBP,IE00BJ38QD84,SPDR® Russell 2000 US Small Cap UCITS ETF
R2US,LSE,ETF,UK,USD,IE00BJ38QD84,SPDR® Russell 2000 US Small Cap UCITS ETF
SPY4,LSE,ETF,UK,USD,IE00B4YBJ215,SPDR® S&P 400 US Mid Cap UCITS ETF
SPX4,LSE,ETF,UK,GBP,IE00B4YBJ215,SPDR® S&P 400 US Mid Cap UCITS ETF GBP
LOWV,LSE,ETF,UK,USD,IE00B802KR88,SPDR® S&P 500 Low Volatility UCITS ETF
USLV,LSE,ETF,UK,GBP,IE00B802KR88,SPDR® S&P 500 Low Volatility UCITS ETF
QUS5,LSE,ETF,UK,USD,IE000FJJZA01,SPDR® S&P 500 Quality Aristocrats UCITS ETF USD Unhedged (Acc)
SPX5,LSE,ETF,UK,GBP,IE00B6YX5C33,SPDR® S&P 500 UCITS ETF
SPY5,LSE,ETF,UK,USD,IE00B6YX5C33,SPDR® S&P 500 UCITS ETF
EUDV,LSE,ETF,UK,GBP,IE00B5M1WJ87,SPDR® S&P Euro Dividend Aristocrats UCITS ETF
EUDI,LSE,ETF,UK,EUR,IE00B5M1WJ87,SPDR® S&P Euro Dividend Aristocrats UCITS ETF EUR
UDVD,LSE,ETF,UK,USD,IE00B6YX5D40,SPDR® S&P US Dividend Aristocrats UCITS ETF Dis
GEDV,LSE,ETF,UK,USD,IE00BYTH5S21,SPDR® S&P® Global Dividend Aristocrats ESG UCITS ETF
GXLC,LSE,ETF,UK,GBP,IE00BFWFPX50,SPDR® S&P® U.S. Communication Services Select Sector UCITS ETF
UEDV,LSE,ETF,UK,USD,IE00BYTH5R14,SPDR® S&P® U.S. Dividend Aristocrats ESG UCITS ETF
GXLE,LSE,ETF,UK,GBP,IE00BWBXM492,SPDR® S&P® U.S. Energy Select Sector UCITS ETF GBP
GXLF,LSE,ETF,UK,GBP,IE00BWBXM500,SPDR® S&P® U.S. Financials Select Sector UCITS ETF GBP
GXLV,LSE,ETF,UK,GBP,IE00BWBXM617,SPDR® S&P® U.S. Health Care Select Sector UCITS ETF GBP
GXLK,LSE,ETF,UK,GBP,IE00BWBXM948,SPDR® S&P® U.S. Technology Select Sector UCITS ETF GBP
EMDL,LSE,ETF,UK,GBP,IE00B4613386,SSgA SPDR ETFs Europe I Public Limited Company - SPDR Barclays Emerging Markets Local Bond UCITS ETF
TIPS,LSE,ETF,UK,USD,IE00BZ0G8977,SSgA SPDR ETFs Europe I Public Limited Company - SPDR Barclays U.S. TIPS UCITS ETF
ACWI,LSE,ETF,UK,GBP,IE00B44Z5B48,SSgA SPDR ETFs Europe I Public Limited Company - SPDR MSCI ACWI UCITS ETF
EMAD,LSE,ETF,UK,USD,IE00B466KX20,SSgA SPDR ETFs Europe I Public Limited Company - SPDR MSCI EM Asia UCITS ETF
EMSM,LSE,ETF,UK,GBP,IE00B48X4842,SSgA SPDR ETFs Europe I Public Limited Company - SPDR MSCI Emerging Markets Small Cap UCITS ETF
GLDV,LSE,ETF,UK,USD,IE00B9CQXS71,SSgA SPDR ETFs Europe I Public Limited Company - SPDR S&P Global Dividend Aristocrats UCITS ETF
SUSD,LSE,ETF,UK,GBP,IE00BC7GZX26,SSgA SPDR ETFs Europe I plc - SPDR Barclays 0-3 Year U.S. Corporate Bond UCITS ETF
JNKS,LSE,ETF,UK,GBP,IE00B99FL386,SSgA SPDR ETFs Europe I plc - SPDR Barclays 0-5 Year U.S. High Yield Bond UCITS ETF
SJNK,LSE,ETF,UK,USD,IE00B99FL386,SSgA SPDR ETFs Europe I plc - SPDR Barclays 0-5 Year U.S. High Yield Bond UCITS ETF
TELE,LSE,ETF,UK,EUR,IE00BKWQ0N82,SSgA SPDR ETFs Europe II Public Limited Company - SPDR MSCI Europe Telecommunications UCITS ETF
WTEC,LSE,ETF,UK,USD,IE00BYTRRD19,SSgA SPDR ETFs Europe II Public Limited Company - SPDR MSCI World Technology UCITS ETF
MAGI,LSE,ETF,UK,USD,IE00BQWJFQ70,SSgA SPDR ETFs Europe II plc - SPDR Morningstar Multi-Asset Global Infrastructure UCITS ETF
GCVB,LSE,ETF,UK,USD,IE00BNH72088,SSgA SPDR ETFs Europe II plc - SPDR Thomson Reuters Global Convertible Bond UCITS ETF
UKIG,LSE,ETF,UK,USD,,Saba Capital Investment Trusts UCITS ETF Accumulating
UKIT,LSE,ETF,UK,GBX,,Saba Capital Investment Trusts UCITS ETF Accumulating
AMAL,LSE,ETF,UK,USD,IE00BMYMHS24,Saturna Al-Kawthar Global Focused Equity UCITS ETF
AMAP,LSE,ETF,UK,GBX,IE00BMYMHS24,Saturna Al-Kawthar Global Focused Equity UCITS ETF GBP
URNJ,LSE,ETF,UK,USD,IE00075IVKF9,Sprott Junior Uranium Miners UCITS ETF USD Acc
URNM,LSE,ETF,UK,USD,IE0005YK6564,Sprott Uranium Miners UCITS ETF Accumulating
URNP,LSE,ETF,UK,GBX,IE0005YK6564,Sprott Uranium Miners UCITS ETF USD Accumulating GBP
USC5,LSE,ETF,UK,USD,IE0002H3JQ66,State Street SPDR Bloomberg 1-5 Year U.S. Corporate Bond UCITS ETF USD Unhedged (Acc)
TUGB,LSE,ETF,UK,GBP,IE000P7C7930,Tabula EUR Ultrashort IG Bond Paris-Aligned Climate UCITS ETF GBP Hedged Acc
TGCC,LSE,ETF,UK,USD,IE000L1I4R94,Tabula GCC Sovereign USD Bonds UCITS ETF (USD) Acc
TGGD,LSE,ETF,UK,GBP,IE000LJG9WK1,Tabula GCC Sovereign USD Bonds UCITS ETF (USD) GBP Hedged Inc
TFGD,LSE,ETF,UK,GBP,IE000LSFKN16,Tabula Global High Yield Fallen Angels Paris-aligned Climate UCITS ETF GBP-Hedged Dist
TAGD,LSE,ETF,UK,GBP,IE000XIITCN5,Tabula Haitong Asia ex-Japan High Yield Corp USD Bond ESG UCITS ETF
TAGH,LSE,ETF,UK,GBP,IE000GETKIK8,Tabula Haitong Asia ex-Japan High Yield Corp USD Bond ESG UCITS ETF (USD) GBP-Hedged Acc
TAHY,LSE,ETF,UK,USD,IE000LZC9NM0,Tabula Haitong Asia ex-Japan High Yield Corp USD Bond ESG UCITS ETF USD Acc
CDTR,LSE,ETF,UK,GBX,IE000WJCYGB4,UBS (IRL) FUND SOLUTIONS PLC UBS CMCI COMMODITY TRANSITION UCITS ETF
GENE,LSE,ETF,UK,GBX,IE00BDR5GV14,UBS (Irl) ETF Public Limited Company - Global Gender Equality UCITS ETF
AWSR,LSE,ETF,UK,USD,IE00BDR55703,UBS (Irl) ETF Public Limited Company - MSCI ACWI Socially Responsible UCITS ETF
UC95,LSE,ETF,UK,GBX,IE00BX7RQY03,UBS (Irl) ETF plc - Factor MSCI USA Low Volatility UCITS ETF (USD) A-dis
UC96,LSE,ETF,UK,GBX,IE00BX7RR706,UBS (Irl) ETF plc - Factor MSCI USA Prime Value ESG UCITS ETF (USD) A-dis GBP
UPVL,LSE,ETF,UK,GBX,IE00BXDZNH00,UBS (Irl) ETF plc - Factor MSCI USA Prime Value ESG UCITS ETF (hedged to GBP) A-dis
UC99,LSE,ETF,UK,GBX,IE00BX7RRJ27,UBS (Irl) ETF plc - Factor MSCI USA Quality UCITS ETF (USD) A-dis
UQLT,LSE,ETF,UK,GBX,IE00BXDZNK39,UBS (Irl) ETF plc - Factor MSCI USA Quality UCITS ETF (hedged to GBP) A-dis
GENG,LSE,ETF,UK,GBX,IE00BDR5H297,UBS (Irl) ETF plc - Global Gender Equality UCITS ETF
AWSG,LSE,ETF,UK,GBX,IE00BDR55B48,UBS (Irl) ETF plc - MSCI ACWI Socially Responsible UCITS ETF Hedged GBP A Dis
AUAD,LSE,ETF,UK,GBX,IE00BD4TY345,UBS (Irl) ETF plc - MSCI Australia UCITS ETF (AUD) A-dis
AUGA,LSE,ETF,UK,GBX,IE00BXDZNQ90,UBS (Irl) ETF plc - MSCI Australia UCITS ETF (hedged to GBP) A-acc
USFM,LSE,ETF,UK,GBX,IE00BDGV0308,UBS (Irl) ETF plc - MSCI USA Select Factor Mix UCITS ETF (USD) A-dis
SRIU,LSE,ETF,UK,GBX,IE00BJXT3B87,UBS (Irl) ETF plc - MSCI USA Socially Responsible UCITS ETF (USD) A-dis GBP
SRUG,LSE,ETF,UK,GBX,IE00BJXT3H40,UBS (Irl) ETF plc - MSCI USA Socially Responsible UCITS ETF (hedged to GBP) A-dis
UC03,LSE,ETF,UK,USD,IE00B77D4428,UBS (Irl) ETF plc - MSCI USA UCITS ETF (USD) A-dis
UKSR,LSE,ETF,UK,GBX,IE00BMP3HN93,UBS (Irl) ETF plc - MSCI United Kingdom IMI Socially Responsible UCITS ETF (GBP) A-dis
WSCR,LSE,ETF,UK,GBX,IE00BKSCBW67,UBS (Irl) ETF plc - MSCI World Small Cap Socially Responsible UCITS ETF USD A Dis GBP
S5EE,LSE,ETF,UK,GBX,IE00BLSN7P11,UBS (Irl) ETF plc - S&P 500 ESG ELITE UCITS ETF (USD) A Acc GBP
S5EG,LSE,ETF,UK,GBX,IE00BLSN7X94,UBS (Irl) ETF plc - S&P 500 ESG ELITE UCITS ETF (hedged to GBP) A Inc
5ESG,LSE,ETF,UK,GBX,IE00BHXMHR72,UBS (Irl) ETF plc - S&P 500 ESG UCITS ETF Hedged to GBP A Dis
S5SD,LSE,ETF,UK,GBX,IE00BHXMHK04,UBS (Irl) ETF plc - S&P 500 ESG UCITS ETF USD A Dis GBP
USPG,LSE,ETF,UK,GBX,IE00BD34DL14,UBS (Irl) ETF plc - S&P 500 UCITS ETF (hedged to GBP) A-dis
SRIW,LSE,ETF,UK,GBX,IE00BK72HH44,UBS (Irl) ETF plc – MSCI World Socially Responsible UCITS ETF (USD) A-dis GBP
SRWG,LSE,ETF,UK,GBX,IE00BK72HN04,UBS (Irl) ETF plc – MSCI World Socially Responsible UCITS ETF (hedged to GBP) A-dis
CCUA,LSE,ETF,UK,GBX,IE00BKFB6L02,UBS (Irl) Fund Solutions Plc - CMCI Commodity Carry SF UCITS ETF (USD) A-acc GBP
UD07,LSE,ETF,UK,GBX,IE00BYYLVH00,UBS (Irl) Fund Solutions plc - Bloomberg Commodity CMCI SF UCITS ETF
BCCU,LSE,ETF,UK,USD,IE00BYYLVH00,UBS (Irl) Fund Solutions plc - Bloomberg Commodity CMCI SF UCITS ETF (USD) A-acc
UD06,LSE,ETF,UK,GBX,IE00BF0V4615,UBS (Irl) Fund Solutions plc - Bloomberg Commodity CMCI SF UCITS ETF (hedged to GBP) A-acc
UC15,LSE,ETF,UK,GBX,IE00B53H0131,UBS (Irl) Fund Solutions plc - CMCI Composite SF UCITS ETF
UC90,LSE,ETF,UK,GBX,IE00B50XJX92,UBS (Irl) Fund Solutions plc - CMCI Composite SF UCITS ETF
UC14,LSE,ETF,UK,USD,IE00B53H0131,UBS (Irl) Fund Solutions plc - CMCI Composite SF UCITS ETF (USD) A-acc USD
CXAP,LSE,ETF,UK,GBX,IE00BZ2GV965,UBS (Irl) Fund Solutions plc - CMCI Ex-Agriculture SF UCITS ETF
CXAU,LSE,ETF,UK,USD,IE00BZ2GV965,UBS (Irl) Fund Solutions plc - CMCI Ex-Agriculture SF UCITS ETF
UD08,LSE,ETF,UK,GBX,IE00BYT5CX00,UBS (Irl) Fund Solutions plc - CMCI Ex-Agriculture SF UCITs ETF (hedged to GBP) A-acc
GBPO,LSE,ETF,UK,GBX,,UBS (Irl) Fund Solutions plc - GBP Overnight Rate SF UCITS ETF (GBP) A-acc
0Y7U,LSE,ETF,UK,USD,,UBS (Irl) Fund Solutions plc - MSCI ACWI SF UCITS ETF
0Y8J,LSE,ETF,UK,GBP,,UBS (Irl) Fund Solutions plc - MSCI ACWI SF UCITS ETF
CNUA,LSE,ETF,UK,GBX,IE00BKFB6K94,UBS (Irl) Fund Solutions plc - MSCI China A SF UCITS ETF (USD) A-acc GBP
USDO,LSE,ETF,UK,USD,,UBS (Irl) Fund Solutions plc - USD Overnight Rate SF UCITS ETF (USD) A-acc
CBS5,LSE,ETF,UK,GBX,LU2408467723,UBS (Lux) Fund Solutions - Bloomberg MSCI US Liquid Corporates 1-5 Year Sustainable UCITS ETF USDA GBP
0DZP,LSE,ETF,UK,EUR,LU0950668870,UBS (Lux) Fund Solutions - MSCI EMU UCITS ETF
0DZW,LSE,ETF,UK,GBP,,UBS (Lux) Fund Solutions - MSCI Japan UCITS ETF
UC65,LSE,ETF,UK,USD,LU0136240974,UBS (Lux) Fund Solutions - MSCI Japan UCITS ETF
0E0L,LSE,ETF,UK,GBP,,UBS (Lux) Fund Solutions - MSCI Switzerland 20/35 UCITS ETF
CNSG,LSE,ETF,UK,GBX,LU1953188833,UBS (Lux) Fund Solutions – MSCI China ESG Universal Low Carbon Select UCITS ETF (USD) A-dis GBP
T10A,LSE,ETF,UK,GBX,,UBS BBG TIPS 10+ UCITS ETF hGBP A-acc
MSEA,LSE,ETF,UK,GBX,,UBS Core MSCI Europe UCITS ETF
WRDG,LSE,ETF,UK,GBX,,UBS Core MSCI World UCITS ETF hGBP dis
JT13,LSE,ETF,UK,GBX,LU2098179695,UBS ETF - Bloomberg Barclays Japan Treasury 1-3 Year Bond UCITS ETF (JPY) A-acc GBP
CHTE,LSE,ETF,UK,GBX,LU2265794276,UBS ETF - Solactive China Technology UCITS ETF (USD) A-acc GBP
UC79,LSE,ETF,UK,GBX,LU1048313891,UBS ETF SICAV - MSCI Emerging Markets Socially Responsible UCITS ETF
UC64,LSE,ETF,UK,GBX,LU0950670850,UBS ETF SICAV - MSCI United Kingdom UCITS ETF
INDA,LSE,ETF,UK,GBX,IE000N70F6V6,UBS MSCI India SF UCITS ETF USD acc
PEX,LSE,ETF,UK,GBX,IE000BKMMHF9,UBS MSCI PACIFIC (EXJ) IMI SR UCITS ETF
